# step h OmegaM OmegaL chi2
535 0.70177879 0.19168258 0.64625306 565.01755432
536 0.70364613 0.17250144 0.63479594 567.36810149
537 0.69610480 0.18895527 0.65233756 571.08884028
538 0.70079681 0.21321723 0.66798035 563.82372412
539 0.69981145 0.21477372 0.65117547 563.26209634
540 0.69573324 0.23264606 0.70309580 570.60184481
541 0.70445723 0.24910124 0.69744907 565.62618996
542 0.69999661 0.27004917 0.70705620 562.28157956
543 0.70166577 0.28575451 0.72113194 563.24714687
544 0.70030551 0.29947126 0.77535350 562.95013674
545 0.70493474 0.27564202 0.78384963 564.02137685
546 0.69793956 0.29318542 0.78983951 568.33422498
547 0.69422736 0.29052800 0.74933342 570.59081730
548 0.69925650 0.32085596 0.74212860 563.48964356
549 0.70093832 0.30980247 0.75193035 562.82169679
550 0.69983058 0.34681849 0.79200678 563.62797350
551 0.70219390 0.33831976 0.80105121 563.32129767
552 0.69436296 0.35107699 0.78890981 568.67235752
553 0.69973848 0.29679505 0.78468038 564.35269179
554 0.70046644 0.30677469 0.78788778 563.13817422
555 0.69953635 0.32808821 0.79517542 563.27836252
556 0.70371666 0.31420583 0.79107536 563.15339486
557 0.70378111 0.30892532 0.77131735 563.82116704
558 0.70305112 0.31664497 0.81049532 562.86075839
559 0.70212067 0.32773681 0.80843723 562.76908359
560 0.70435720 0.30568785 0.79815652 563.17887541
561 0.70912510 0.28639846 0.82024360 567.27575329
562 0.70349721 0.27320100 0.81892608 568.34999924
563 0.70106079 0.28732578 0.79403745 565.07602190
564 0.70634878 0.28478456 0.79094696 564.64751643
565 0.70420255 0.29510799 0.81495983 564.09472465
566 0.70006410 0.31895425 0.80690215 563.95632192
567 0.70716004 0.35001025 0.80644069 571.74974021
568 0.70746703 0.35567966 0.82550420 570.56086041
569 0.69871004 0.36983170 0.82152271 564.90704317
570 0.69794052 0.35592503 0.81620144 565.11763818
571 0.70479370 0.34983486 0.81252692 566.25037149
572 0.70458040 0.36081260 0.81688351 567.19319144
573 0.69780858 0.34350326 0.82656858 566.71221903
574 0.70287078 0.35172010 0.81065119 564.46640825
575 0.70026739 0.37530495 0.83718447 564.61182203
576 0.70113428 0.34837211 0.85045003 564.38650998
577 0.70476891 0.36106479 0.83756341 565.44234327
578 0.70274633 0.35639683 0.84778023 563.53358727
579 0.70476819 0.33420688 0.83152264 563.59236558
580 0.70221544 0.32493942 0.84223316 564.55347487
581 0.70293551 0.34235447 0.84624205 563.42925748
582 0.70133986 0.35324014 0.82768503 563.43488458
583 0.70181448 0.35181430 0.82816237 563.36528615
584 0.69835755 0.35400519 0.81264575 564.58536979
585 0.70778814 0.34515859 0.82011522 570.06094760
586 0.70536386 0.33383552 0.84035870 563.80212427
587 0.70673491 0.31361772 0.82670373 564.62043674
588 0.70860125 0.30504036 0.81989751 566.87573822
589 0.70555650 0.28066404 0.80366189 564.65222642
590 0.70086994 0.29535186 0.81164374 566.32941906
591 0.70758776 0.29763550 0.83864558 565.70193874
592 0.70109401 0.30307089 0.79142135 563.19029017
593 0.70666903 0.30741749 0.80811537 564.93765702
594 0.70052193 0.30303662 0.81347171 565.85337406
595 0.70121673 0.28145520 0.80957299 568.09622741
596 0.70615137 0.27652783 0.80015189 564.98724623
597 0.70635624 0.29216811 0.79254218 564.66914198
598 0.70011977 0.27014212 0.76787656 565.57227473
599 0.70097377 0.29528339 0.78542771 563.44918650
600 0.69635130 0.31981635 0.76330078 564.99938683
601 0.70335437 0.29257836 0.73300106 564.79013475
602 0.69862725 0.31714409 0.77070083 563.18926786
603 0.70344102 0.31617334 0.78000838 563.54105275
604 0.69992869 0.33069883 0.76302981 563.49508463
605 0.70206937 0.29229973 0.74352490 562.78816038
606 0.70096491 0.27683205 0.77916505 564.95967050
607 0.70004997 0.28386002 0.76418607 563.55157590
608 0.70271107 0.30424877 0.78306219 562.59295316
609 0.70442451 0.31388507 0.81273228 563.20699435
610 0.70425330 0.32584641 0.83392239 563.32045012
611 0.70440664 0.32480664 0.82333614 563.26643496
612 0.70607058 0.30388880 0.80633357 564.25959214
613 0.70571804 0.27022952 0.77241847 564.46929869
614 0.70603717 0.26358080 0.76631145 564.90713538
615 0.70494173 0.27359601 0.79432944 564.69361928
616 0.70099490 0.28231999 0.79151904 565.58541139
617 0.70348087 0.30267254 0.77898540 562.92272925
618 0.70081462 0.32878513 0.78113039 562.91372324
619 0.70033469 0.32469095 0.81587752 563.98611885
620 0.70274023 0.32455166 0.81880117 562.93503455
621 0.70536093 0.29155062 0.81104452 564.16243332
622 0.69924799 0.31492222 0.80795054 565.38347001
623 0.69888967 0.30425618 0.79056871 565.18015334
624 0.70669693 0.30307305 0.82373473 564.61217243
625 0.70135678 0.32343538 0.81274463 563.14192263
626 0.69893158 0.34069094 0.77628272 563.65773449
627 0.70306652 0.32975436 0.79728241 563.37214005
628 0.70521862 0.32061768 0.79651465 564.74503797
629 0.70024995 0.34296400 0.79025925 563.44242573
630 0.70216181 0.32339819 0.80111870 562.68522745
631 0.70204826 0.30263871 0.82963533 566.11976691
632 0.69736818 0.31421810 0.81388433 569.74613863
633 0.69575856 0.29883626 0.79592937 573.56635885
634 0.70355373 0.25958981 0.75482199 563.73404871
635 0.70299284 0.26041362 0.71966559 563.22779125
636 0.70641109 0.27054418 0.73135501 567.64909986
637 0.70205953 0.27718322 0.73916551 562.50369581
638 0.69998753 0.27455096 0.73274295 562.46899939
639 0.70031493 0.32363336 0.73917679 564.61970077
640 0.70135395 0.28445605 0.72277435 562.83892459
641 0.70090478 0.26026368 0.72007351 562.52099429
642 0.70208179 0.28080158 0.76052797 562.66289041
643 0.70226882 0.26443773 0.76108094 563.87161522
644 0.70312144 0.26832224 0.75532854 563.14433451
645 0.69831318 0.28208359 0.73795097 563.34204009
646 0.69924530 0.31302592 0.72708995 563.64128418
647 0.70091701 0.28802329 0.75298301 562.34927140
648 0.69928900 0.30643039 0.75570990 562.57980709
649 0.70144913 0.30989406 0.77395338 562.44506911
650 0.70064320 0.32199363 0.76060711 563.16692609
651 0.69974292 0.33882481 0.78865649 563.24863830
652 0.70613385 0.31824706 0.77845353 567.72230863
653 0.69969242 0.32210604 0.76917431 562.78468858
654 0.69669297 0.32029756 0.74300854 563.91282479
655 0.69977545 0.29273273 0.72776889 562.41325160
656 0.69679280 0.29045865 0.73827901 564.41659471
657 0.69992507 0.30213162 0.71519069 563.78221143
658 0.69593676 0.29140172 0.70086273 563.59491657
659 0.69234651 0.29779556 0.70858640 568.80156777
660 0.69379103 0.30917566 0.68201350 565.80922055
661 0.69580476 0.28864068 0.68858346 563.59099400
662 0.70133655 0.26850802 0.71607656 562.48812376
663 0.70429913 0.26019381 0.72944098 564.02833868
664 0.69660296 0.27248187 0.69833202 563.31797439
665 0.69648861 0.30061904 0.72093385 563.53246557
666 0.69660152 0.28650751 0.70705453 563.23697771
667 0.69768386 0.26125460 0.70667179 563.45572980
668 0.70204714 0.25055557 0.68677064 563.50851855
669 0.70251739 0.26576003 0.70100015 563.97656421
670 0.70133290 0.29027003 0.71667078 563.64462694
671 0.69812635 0.25383821 0.70550850 563.60807697
672 0.69847093 0.24137216 0.69333047 563.64175660
673 0.70252365 0.25858969 0.69069396 564.22755193
674 0.70132440 0.28296654 0.71653637 563.05637229
675 0.69989440 0.27325388 0.74125937 562.97719868
676 0.70313876 0.26725012 0.73088067 563.12704328
677 0.70410206 0.22447905 0.72157203 565.45886003
678 0.70350905 0.24044204 0.71244828 563.84823628
679 0.70254218 0.27253696 0.71796542 563.34748549
680 0.69740852 0.30224392 0.75703264 564.21862990
681 0.70120185 0.32473272 0.76055326 563.73619321
682 0.69627664 0.31712494 0.76147083 565.10310965
683 0.69396283 0.31763111 0.73457177 566.73625667
684 0.70041424 0.30642825 0.73593986 563.10522940
685 0.69537218 0.31547175 0.73093278 564.76491019
686 0.69512112 0.31655580 0.71815065 564.82305880
687 0.69790381 0.26020869 0.69625403 562.81388379
688 0.69786960 0.28412541 0.70535124 562.59949116
689 0.70255686 0.27210216 0.69131839 565.55757338
690 0.70199359 0.26377237 0.68372244 564.61947503
691 0.70431005 0.23666415 0.69818874 564.87481436
692 0.70409994 0.24235546 0.69947023 564.69190379
693 0.70486729 0.24086208 0.70641612 565.24147919
694 0.69650566 0.26352180 0.72836490 566.98505820
695 0.69571934 0.27811350 0.72835245 566.32524983
696 0.69969584 0.24051006 0.70749881 563.86272789
697 0.69956606 0.25048456 0.70761050 563.00061732
698 0.70112826 0.26571696 0.70923328 562.50442748
699 0.69989014 0.26109631 0.70974570 562.38698622
700 0.70439795 0.25865798 0.74567629 563.85477507
701 0.69833433 0.25868737 0.71173722 563.42322672
702 0.70075933 0.26649608 0.73176214 562.59267824
703 0.70134361 0.25835776 0.71704794 562.55228749
704 0.70196270 0.26467517 0.70248024 563.26236060
705 0.70089896 0.27097929 0.71749109 562.34607614
706 0.70096612 0.26395368 0.71426627 562.38185269
707 0.70287553 0.26453580 0.73987073 562.94487207
708 0.70322590 0.26412523 0.73445386 563.10816706
709 0.69849801 0.29083401 0.70047484 563.01134061
710 0.69509833 0.29917528 0.71278612 564.60177951
711 0.69850924 0.29445905 0.70904060 562.87917137
712 0.70164786 0.25593652 0.72924076 562.96409265
713 0.69785506 0.28117862 0.72126974 562.90809406
714 0.70311910 0.27480268 0.73048155 563.34092950
715 0.69811703 0.29698281 0.72297601 562.69445528
716 0.70123831 0.27480251 0.72138075 562.44799525
717 0.69692449 0.25430662 0.69562734 564.05444455
718 0.69671611 0.25613010 0.69986901 564.46774245
719 0.70033326 0.24532771 0.68580351 562.54548786
720 0.70489892 0.21388960 0.67487251 566.41075465
721 0.69862843 0.24234266 0.63321397 563.59670510
722 0.69737806 0.25179256 0.61366410 565.23228464
723 0.69744321 0.23465306 0.60178090 564.56466219
724 0.69522740 0.21653881 0.60691077 563.71449909
725 0.69651229 0.22423244 0.58245923 564.61752345
726 0.69568560 0.23230419 0.61023094 563.41166035
727 0.69455686 0.22380898 0.60731841 563.93328723
728 0.69887731 0.22109412 0.60188789 564.61192348
729 0.69266798 0.23461271 0.58695875 565.12511474
730 0.69750739 0.23579667 0.59388123 565.51803420
731 0.69417659 0.26553460 0.62359993 564.74490022
732 0.69391501 0.24822346 0.60271269 564.62303614
733 0.69484049 0.24580999 0.60069297 564.48124230
734 0.70125275 0.26004100 0.64139423 568.23439587
735 0.69725580 0.27178270 0.65498478 563.72210407
736 0.69881443 0.26593772 0.65950895 563.72355793
737 0.69709726 0.22984683 0.65489638 563.38449941
738 0.69768557 0.23366238 0.65993044 562.98936177
739 0.69820730 0.27136374 0.68577648 562.52716837
740 0.69484040 0.27643939 0.68481907 564.36291167
741 0.69938862 0.23315021 0.65669349 562.69194868
742 0.70136247 0.21706968 0.67526732 563.78676009
743 0.69882391 0.20913898 0.68554747 567.28688656
744 0.70294879 0.21121101 0.66088808 564.76068540
745 0.69750017 0.21787251 0.63806305 563.25678081
746 0.70011947 0.21093494 0.61056871 564.48170793
747 0.70087512 0.20127274 0.62284097 564.25154569
748 0.70141758 0.18199359 0.62479927 565.20070108
749 0.70301306 0.19511964 0.62075932 566.58886131
750 0.70365495 0.20725643 0.63616067 566.90811534
751 0.70491412 0.18426934 0.63839699 568.17704662
752 0.69700985 0.19999695 0.63344670 565.05150057
753 0.69858090 0.20023721 0.62004558 563.52435702
754 0.70005974 0.20767943 0.62786699 563.58255501
755 0.69645328 0.23521516 0.62578493 563.04083393
756 0.69939675 0.24063778 0.63055721 564.30398002
757 0.69667167 0.25944081 0.62571189 564.46973636
758 0.69228764 0.24205754 0.62917405 566.63544272
759 0.69087783 0.25768729 0.61245735 567.32839105
760 0.70159198 0.22324096 0.61772345 566.77842277
761 0.70123400 0.22439846 0.62110705 565.95075060
762 0.70079764 0.19409073 0.61574798 564.44956432
763 0.70034349 0.16105067 0.62963908 568.38550590
764 0.70505917 0.15198906 0.63671268 570.75061287
765 0.70240092 0.14229369 0.59748451 568.77873903
766 0.69665167 0.14976006 0.60023426 570.94258334
767 0.70079184 0.15512582 0.61502418 567.83573053
768 0.70560338 0.16166924 0.63937222 570.20061816
769 0.69873558 0.15981086 0.62675132 569.72954334
770 0.70126962 0.16103545 0.65297031 570.76846901
771 0.70387517 0.17827609 0.60935060 568.22802066
772 0.69900587 0.16292068 0.57410294 565.13371784
773 0.69677180 0.16225725 0.57641561 565.75680335
774 0.70040183 0.16905272 0.58284349 565.46277154
775 0.69579956 0.17644023 0.55045408 564.35532192
776 0.69485358 0.17034222 0.55598434 565.14924403
777 0.69332935 0.17259224 0.54778459 565.91798099
778 0.69945781 0.17416292 0.54588272 566.84332936
779 0.69576965 0.16701759 0.55460555 564.83160116
780 0.69715601 0.14178254 0.53385779 565.87808665
781 0.69358012 0.17990495 0.50387345 565.97239388
782 0.69300379 0.19112483 0.50706367 566.35670956
783 0.69212830 0.18248519 0.50957979 565.93506927
784 0.69498718 0.14849097 0.51997601 565.59100624
785 0.69366005 0.15056321 0.52903302 566.71230741
786 0.69126361 0.17224018 0.51251394 566.72004937
787 0.69129816 0.19118957 0.51574558 566.35909917
788 0.69275552 0.18116064 0.48584208 567.17104480
789 0.69598796 0.17877306 0.48748862 569.65476345
790 0.68964153 0.17271737 0.51222132 568.86257762
791 0.69351280 0.15180993 0.47912074 566.23559051
792 0.69025906 0.17358803 0.47399621 567.65818859
793 0.69572126 0.15801925 0.49222896 566.61981701
794 0.69192676 0.15172323 0.49148630 566.65131792
795 0.69087534 0.14262080 0.49258946 568.63134365
796 0.69557039 0.11832343 0.47804824 566.95583127
797 0.68885177 0.13176901 0.46644596 571.27485502
798 0.69728874 0.14820890 0.45608140 572.21141469
799 0.69071341 0.13607050 0.48750224 569.28113039
800 0.69757932 0.13869153 0.47562788 568.88266471
801 0.69210892 0.12323831 0.49375717 569.55761241
802 0.69593223 0.12047427 0.51279087 567.60585840
803 0.69545483 0.14616146 0.50988173 565.56115400
804 0.69564979 0.13989781 0.51692715 565.91427526
805 0.69739804 0.10944861 0.49116866 567.84155063
806 0.69503385 0.12209087 0.48558542 566.79143551
807 0.69531542 0.13494295 0.48446978 566.28273565
808 0.69358938 0.13053976 0.48202496 566.64871829
809 0.69733412 0.16445582 0.50267763 567.77506508
810 0.69394725 0.13811527 0.48003548 566.22569626
811 0.69349555 0.12872132 0.49482481 567.30138257
812 0.69936513 0.11601375 0.48588221 569.30797252
813 0.69258946 0.14587530 0.47744461 566.41078322
814 0.69561780 0.15732394 0.49404569 566.36360836
815 0.69485082 0.16067554 0.48047129 567.15729783
816 0.69627176 0.14153223 0.47488409 567.59840641
817 0.68962838 0.16466484 0.46832147 568.09258008
818 0.68916040 0.15566973 0.49282200 570.00500525
819 0.69149549 0.18285307 0.49607629 566.61974688
820 0.68903314 0.15799949 0.47953481 569.21703639
821 0.69116943 0.19008839 0.51186839 566.49507304
822 0.69214466 0.18574235 0.50026132 566.41018933
823 0.69603131 0.19995610 0.53123344 566.77394899
824 0.69042847 0.17258771 0.49164886 567.23773135
825 0.69430318 0.17492234 0.52514838 564.92498000
826 0.69599734 0.17451177 0.53249120 564.87437924
827 0.69619677 0.15886831 0.52253565 565.17209942
828 0.69521904 0.15328265 0.52438236 565.30037383
829 0.68946972 0.19212048 0.52942305 568.67443039
830 0.70163619 0.19444121 0.58262545 567.99909361
831 0.70198864 0.16589477 0.58686289 566.84612167
832 0.70014572 0.16513329 0.56839690 565.77754359
833 0.70087737 0.16619973 0.60147785 565.80472318
834 0.69709900 0.15687663 0.58879431 567.33853907
835 0.70053349 0.16945810 0.58854011 565.43055729
836 0.69680005 0.16877955 0.58760095 565.68602523
837 0.69925030 0.17093846 0.55335123 565.81968530
838 0.69749578 0.15012765 0.56277167 566.02511063
839 0.69876336 0.14421809 0.57185126 566.87536635
840 0.69821964 0.14761067 0.58107213 567.28324895
841 0.69977645 0.15229733 0.56307215 566.02066265
842 0.69955981 0.17149999 0.61154381 565.53940183
843 0.70305085 0.18395183 0.61200789 566.93371673
844 0.70359218 0.15964162 0.60914548 568.21230879
845 0.69615115 0.18429676 0.60754167 565.81047031
846 0.69906398 0.18397188 0.60789530 564.26949075
847 0.69390623 0.22733072 0.60485993 564.29391180
848 0.69404608 0.22407533 0.61286247 564.53430054
849 0.69347782 0.25131618 0.60174952 564.96236006
850 0.70158533 0.24868997 0.62313563 569.84146688
851 0.70776467 0.18338569 0.62017881 576.11958658
852 0.69435412 0.18931902 0.64843089 574.30290029
853 0.69584550 0.18247545 0.65041076 573.02197905
854 0.69944693 0.19070692 0.61030478 563.96656018
855 0.70014791 0.18215858 0.59506365 564.71877991
856 0.69722956 0.16485806 0.57466411 565.12815632
857 0.69489849 0.17529185 0.54838843 564.61096032
858 0.69533266 0.17963023 0.55495476 564.34279558
859 0.69484838 0.19328490 0.54565533 564.53484995
860 0.69036845 0.19746105 0.51553023 567.12883654
861 0.68927261 0.17235199 0.51619099 569.83093968
862 0.69230221 0.18592663 0.47553695 568.43481009
863 0.69794982 0.15303870 0.48629807 569.51337651
864 0.70116695 0.15720220 0.51391550 572.31584205
865 0.69049814 0.16653841 0.53061400 569.48008289
866 0.69779974 0.15855611 0.51605779 566.58011157
867 0.69265345 0.18992239 0.53386446 565.32262174
868 0.69725190 0.18259062 0.52939422 566.47152341
869 0.69465408 0.14949685 0.53444378 566.24122630
870 0.69372317 0.16465753 0.53118401 565.49767703
871 0.69479474 0.17822168 0.51989606 565.24384745
872 0.69747142 0.15977882 0.53144495 565.38950559
873 0.69192809 0.13920880 0.49814954 567.97365504
874 0.69452187 0.16973327 0.50625963 565.59201413
875 0.69811921 0.15629983 0.53316256 565.70429724
876 0.69657944 0.15565429 0.54947577 565.25291962
877 0.69645557 0.15366793 0.57703521 567.33423849
878 0.69918889 0.13110249 0.55251252 567.49096099
879 0.69835193 0.15613549 0.57032194 565.52364540
880 0.69676300 0.16609843 0.58765389 566.08336772
881 0.70450163 0.16299083 0.60931714 569.20137731
882 0.70241751 0.16358968 0.61351344 566.97236978
883 0.69506376 0.15197458 0.60145171 573.56105586
884 0.70436002 0.13379284 0.61452964 571.90444469
885 0.69974138 0.16296488 0.61828853 567.20926254
886 0.70497837 0.18238513 0.64910990 567.99659511
887 0.70211522 0.19818291 0.67089655 565.44867389
888 0.70533662 0.22086160 0.71394648 566.08529378
889 0.70279301 0.20899885 0.70951897 566.84691856
890 0.70550516 0.17087023 0.68527827 571.24532959
891 0.70716135 0.19619702 0.67669191 569.84362740
892 0.70552604 0.16750638 0.65937440 569.99114119
893 0.69920484 0.19062589 0.69369790 572.72375099
894 0.70585587 0.20568357 0.67400572 567.79843497
895 0.70411300 0.21677769 0.68962390 565.19834517
896 0.70187169 0.23040468 0.69740285 563.56577789
897 0.69766327 0.23447859 0.68951345 564.94020818
898 0.70022917 0.28379888 0.69990874 563.36655709
899 0.69507024 0.26155773 0.68205637 564.72817926
900 0.69465068 0.27482336 0.68060337 564.45544815
901 0.69615872 0.26104645 0.67670058 563.31757357
902 0.70132880 0.26416456 0.66503068 565.73959834
