# step h OmegaM OmegaL chi2
11988 0.69620523 0.28139349 0.74668386 567.26599639
11989 0.69656053 0.29328332 0.74257881 564.84987767
11990 0.69692992 0.27904321 0.74138420 565.65966990
11991 0.69571362 0.27263666 0.75224347 570.82792818
11992 0.70459798 0.25408970 0.75630402 564.41490283
11993 0.69718350 0.22501227 0.71342920 571.21307209
11994 0.70696977 0.23662880 0.70565085 568.46106250
11995 0.70785227 0.23138303 0.71421124 569.22339579
11996 0.70606217 0.26256579 0.68281586 572.82407872
11997 0.70641221 0.26523740 0.71401910 569.13196245
11998 0.69787249 0.28049008 0.70944927 562.60296693
11999 0.69767349 0.29854140 0.67730833 565.07325570
12000 0.69696524 0.32443617 0.73470520 564.01683037
12001 0.69845671 0.31537349 0.76236253 563.07466344
12002 0.70443150 0.29736768 0.77389928 563.60177712
12003 0.69928581 0.28902324 0.77641718 564.94262250
12004 0.70373337 0.27581147 0.78365266 563.88636336
12005 0.71019898 0.27170041 0.79882434 569.51978181
12006 0.70042733 0.26556758 0.79388002 570.21846943
12007 0.70603394 0.26444501 0.80738324 566.84009105
12008 0.70872025 0.27147006 0.81163994 567.39004638
12009 0.70592515 0.26510958 0.80468278 566.49527519
12010 0.70662756 0.24401692 0.77459675 567.02648107
12011 0.70537358 0.25006568 0.79046491 567.55888382
12012 0.69965590 0.28092841 0.80238086 569.66155194
12013 0.70570100 0.26548069 0.77324540 564.65672531
12014 0.69946421 0.28138683 0.78576453 567.08039825
12015 0.70426358 0.25516273 0.80298189 568.97033863
12016 0.70397609 0.28566230 0.79457204 563.67513113
12017 0.70531571 0.27764312 0.79060831 564.24955230
12018 0.70115314 0.30855698 0.76538791 562.45300041
12019 0.70103230 0.27494005 0.74515789 562.57896491
12020 0.69919302 0.29269972 0.73835381 562.41673078
12021 0.69675350 0.26979960 0.71386420 564.26053782
12022 0.70272462 0.26284513 0.70403616 563.79922596
12023 0.70300857 0.26600227 0.71054333 563.87828579
12024 0.70019353 0.28705309 0.71340301 562.78396456
12025 0.69902134 0.30621233 0.73228458 562.80951734
12026 0.69887810 0.30713020 0.72938253 562.94410122
12027 0.69589127 0.27929751 0.71550790 564.71417177
12028 0.69833098 0.27166380 0.71827583 562.88601834
12029 0.69367116 0.26656367 0.70791617 569.51131411
12030 0.69312021 0.27219806 0.70238727 569.17146553
12031 0.70252940 0.27150768 0.70161298 564.42454581
12032 0.69643047 0.25517081 0.70508406 565.48159184
12033 0.70524587 0.24334827 0.69204106 566.97988783
12034 0.69535748 0.21948032 0.66706118 568.20748784
12035 0.69699030 0.20875403 0.65482647 565.89559417
12036 0.70055129 0.20164154 0.68249612 566.53231983
12037 0.70138553 0.22951277 0.69786064 563.66280730
12038 0.69846381 0.23806836 0.69852675 564.45314058
12039 0.70105419 0.27199327 0.67427250 565.30578681
12040 0.69884834 0.28020305 0.67803292 563.67184726
12041 0.70030699 0.25425520 0.65193468 564.63031286
12042 0.69469157 0.25292667 0.66999913 565.06295515
12043 0.69780585 0.26682522 0.66142199 563.15128191
12044 0.69395839 0.26127789 0.64016014 564.36462196
12045 0.69558930 0.24583130 0.64007852 563.29051515
12046 0.69153133 0.23704345 0.64936296 570.99716799
12047 0.69945317 0.23505695 0.63939200 563.33268691
12048 0.69856926 0.21479042 0.62069054 563.14487214
12049 0.69688552 0.22862819 0.62152808 563.00553865
12050 0.69773126 0.23313582 0.65689771 562.89893744
12051 0.69317170 0.23891444 0.65619549 567.88636329
12052 0.69588717 0.24738624 0.64007163 563.14749287
12053 0.70059320 0.21700755 0.63270047 563.83931353
12054 0.69847178 0.23461853 0.62896609 563.29740556
12055 0.69825927 0.25527837 0.63911970 563.95587272
12056 0.69993000 0.24990506 0.67147333 562.71456900
12057 0.69772350 0.23153404 0.64731072 562.77121008
12058 0.69858006 0.21134362 0.64853278 563.68713958
12059 0.69715971 0.24218046 0.63385223 562.98252965
12060 0.69729538 0.24401461 0.66096027 562.75991388
12061 0.69785788 0.21793637 0.67816875 565.96556275
12062 0.69710522 0.24368754 0.68344213 563.95434135
12063 0.69927873 0.27212683 0.71428977 562.30814617
12064 0.69808033 0.31814147 0.72562700 563.83119011
12065 0.69877988 0.31717550 0.70465461 565.82269773
12066 0.69897574 0.31003828 0.69643093 565.81517642
12067 0.69674590 0.29474971 0.70804261 563.19968648
12068 0.69867078 0.30652382 0.71236851 563.70666463
12069 0.69537125 0.30995022 0.69958533 564.56810712
12070 0.70179230 0.30891950 0.69970787 569.28116208
12071 0.69903323 0.32816177 0.71311148 566.91998664
12072 0.69367720 0.32621153 0.72051426 566.54043793
12073 0.69702937 0.32539370 0.70224751 566.08828168
12074 0.70150666 0.29172773 0.71831596 563.82260929
12075 0.70065378 0.30649997 0.72771351 563.82946066
12076 0.70051196 0.31223803 0.73392514 563.85223680
12077 0.69828352 0.29648253 0.69326401 563.84266395
12078 0.69967227 0.27251261 0.69691889 562.50627606
12079 0.70121757 0.30066915 0.72969957 563.55331267
12080 0.69957196 0.28260356 0.71600259 562.31883175
12081 0.70227604 0.28536591 0.72483952 563.52533986
12082 0.69888209 0.28235829 0.69716890 562.73144210
12083 0.69721104 0.27721767 0.68579570 562.79137087
12084 0.69696286 0.25355797 0.66511563 562.75815758
12085 0.70224779 0.20074490 0.64469045 564.74460091
12086 0.69859273 0.21538318 0.65710495 563.77048367
12087 0.70070823 0.21216532 0.64908681 563.52045251
12088 0.69515541 0.24883391 0.64778468 563.65770925
12089 0.70129466 0.23644672 0.65758123 563.82892230
12090 0.70008756 0.24041932 0.66173115 562.88358877
12091 0.69783942 0.24276196 0.68818531 563.67882895
12092 0.70079136 0.25015916 0.69155718 562.57295385
12093 0.69504842 0.25831054 0.71654676 569.10317013
12094 0.70376417 0.27407774 0.71634087 565.01264087
12095 0.69619868 0.28938194 0.71904002 563.95734902
12096 0.69732665 0.30299792 0.73207024 563.16264911
12097 0.69858650 0.31449441 0.71869670 564.05990290
12098 0.69531093 0.31074337 0.70943399 564.48969492
12099 0.69627182 0.30257625 0.71112023 563.62779499
12100 0.69448137 0.33783765 0.73546075 566.25002203
12101 0.69282962 0.32291098 0.73686191 568.68618917
12102 0.69721105 0.30814652 0.73470172 563.30185684
12103 0.70008229 0.28526886 0.76655195 563.57997932
12104 0.70344140 0.29280614 0.79304339 563.16620525
12105 0.70369981 0.29464096 0.78602712 562.95135974
12106 0.70556313 0.28288583 0.77693603 564.16304592
12107 0.70275945 0.30550107 0.78936784 562.63673563
12108 0.70447418 0.28592943 0.76943650 563.45145511
12109 0.70124023 0.28266060 0.76749703 563.10026315
12110 0.70053768 0.27303802 0.74136178 562.68006632
12111 0.70393299 0.24807399 0.71639437 563.97796431
12112 0.69728876 0.24475195 0.70258086 565.37868274
12113 0.70320955 0.25304129 0.74430209 563.75825136
12114 0.70261671 0.25914144 0.77121816 565.28758307
12115 0.70388498 0.27621722 0.78334940 563.82089649
12116 0.70466175 0.28815654 0.78122711 563.44101670
12117 0.70266113 0.28780745 0.79934254 564.22585031
12118 0.70135929 0.30345516 0.78927225 562.90946789
12119 0.69784373 0.30297181 0.73999687 562.99869097
12120 0.70018204 0.30255330 0.73170469 562.91952695
12121 0.69627299 0.31604440 0.75419345 564.70346807
12122 0.70202947 0.28187773 0.72560111 563.03147351
12123 0.69841521 0.28519184 0.74210734 563.30113379
12124 0.69965611 0.29361683 0.74290035 562.34361867
12125 0.69762179 0.28511485 0.75344926 565.19360580
12126 0.70324235 0.26400367 0.79000973 566.22789277
12127 0.70333517 0.25204983 0.78505895 567.74486081
12128 0.70375508 0.24622310 0.77709228 567.45690503
12129 0.69793648 0.24506787 0.74622690 570.95510054
12130 0.70652180 0.24372460 0.74559962 566.07178461
12131 0.70313146 0.25012482 0.75008152 564.38016951
12132 0.70129964 0.26883295 0.74899089 563.06125893
12133 0.71214278 0.24887805 0.77202637 574.80958320
12134 0.70218988 0.25046729 0.76468171 566.28685712
12135 0.69931980 0.26889703 0.76581548 566.60728205
12136 0.70786338 0.27453868 0.78205034 566.55766678
12137 0.70497980 0.24075037 0.77420482 567.48369664
12138 0.70592156 0.26875813 0.75012862 565.21164127
12139 0.70384914 0.27169195 0.72630769 564.16139604
12140 0.70232427 0.24975113 0.74062993 563.96340974
12141 0.70450327 0.26394078 0.74327392 563.86316819
12142 0.70157386 0.27167796 0.70162075 563.40260337
12143 0.69899329 0.27804507 0.71995582 562.37179863
12144 0.69792853 0.27596122 0.70877631 562.63220359
12145 0.69816655 0.28110735 0.70979489 562.49183241
12146 0.70189740 0.29636231 0.72184310 564.43546653
12147 0.69535922 0.32397410 0.75000098 565.41458007
12148 0.70251862 0.27368067 0.75080037 562.72329366
12149 0.70419648 0.25837378 0.73216932 563.83819547
12150 0.70028328 0.28356110 0.75262151 562.70153376
12151 0.69849707 0.26086250 0.71804924 563.53042752
12152 0.69729527 0.30661240 0.73639845 563.26365980
12153 0.70030791 0.33141262 0.73521391 566.18873410
12154 0.69470180 0.31130227 0.73928455 566.15166090
12155 0.70195285 0.32283626 0.73917015 566.36905859
12156 0.70067335 0.32674855 0.75155738 564.23974173
12157 0.69899295 0.31914161 0.75287894 562.95389585
12158 0.70078254 0.31998663 0.76484075 562.89749164
12159 0.69542387 0.30632332 0.75427540 566.59760055
12160 0.69725320 0.31176090 0.76268072 564.23072143
12161 0.70011651 0.32541325 0.78596822 562.79983285
12162 0.70147799 0.28768428 0.77739728 563.21144859
12163 0.70553839 0.30366117 0.78456783 564.59158036
12164 0.70114804 0.30752344 0.78331548 562.59002363
12165 0.70143410 0.33539627 0.81109126 562.91665257
12166 0.70108220 0.32906147 0.80608636 562.88270281
12167 0.70649943 0.30308895 0.79248318 565.31411101
12168 0.70398036 0.31242220 0.76100898 565.26334218
12169 0.70219774 0.30436214 0.75551102 563.02295577
12170 0.69938134 0.28953550 0.74791461 562.67220030
12171 0.70430974 0.26919042 0.74169523 563.78784265
12172 0.70090943 0.29314636 0.73950150 562.41105134
12173 0.70418283 0.26314643 0.76854397 564.14455554
12174 0.70338246 0.24265189 0.74011375 564.51057377
12175 0.70434141 0.21075287 0.74160024 569.70808298
12176 0.69999879 0.21575009 0.72879815 571.23102739
12177 0.69741778 0.22275571 0.70840412 570.31853040
12178 0.69726419 0.25343133 0.68843797 563.31801449
12179 0.69869529 0.25033120 0.70974129 563.76319614
12180 0.69696081 0.26167371 0.70250968 563.86773520
12181 0.69720838 0.25847955 0.70256877 563.88119265
12182 0.70199468 0.22785867 0.70519806 564.12164754
12183 0.70548262 0.22262223 0.71523814 566.09676066
12184 0.69716958 0.23538591 0.70422281 567.32641057
12185 0.70537014 0.21386147 0.67735366 566.94509358
12186 0.70453537 0.21671306 0.69452160 565.53657943
12187 0.69913129 0.24660417 0.73785699 566.96068623
12188 0.70001255 0.27029323 0.76270972 565.05506407
12189 0.69745050 0.27035236 0.73519257 565.28387477
12190 0.69864079 0.26944590 0.71971712 562.87067386
12191 0.70049249 0.26518821 0.73843401 563.10058112
12192 0.69860211 0.27430376 0.76878578 567.23762939
12193 0.70890197 0.25330806 0.76091091 568.80129238
12194 0.70282391 0.25085519 0.76584368 565.86511819
12195 0.70773620 0.24166783 0.76798631 567.61944474
12196 0.70692120 0.25429707 0.75858212 566.05786510
12197 0.70630776 0.27058059 0.73892622 566.70105806
12198 0.70348013 0.27958461 0.71955540 564.85367065
12199 0.70531548 0.25982334 0.72702423 565.34610038
12200 0.70191677 0.25610669 0.71756362 562.73050124
12201 0.70257582 0.25555969 0.71443735 563.03870999
12202 0.70323730 0.25481056 0.74648355 563.71646687
12203 0.70250643 0.25560224 0.76193263 564.92194809
12204 0.70347627 0.23050435 0.77288492 570.66045670
12205 0.70761961 0.22334174 0.76777423 569.88526467
12206 0.70557230 0.23413243 0.76688088 567.71866522
12207 0.70545819 0.23238958 0.76487487 567.82726683
12208 0.70464772 0.23447906 0.77123567 568.47906114
12209 0.70770514 0.23409962 0.80122901 571.61732699
12210 0.70941288 0.27593649 0.78738594 568.85195403
12211 0.70420408 0.27345118 0.80055121 565.36556289
12212 0.70866517 0.27733222 0.79944126 567.13403585
12213 0.70156647 0.30080023 0.84101035 568.91861559
12214 0.70562082 0.32207306 0.83610283 563.82880527
12215 0.70386725 0.33016051 0.83653814 563.27345316
12216 0.69985552 0.33080297 0.85197188 568.12192058
12217 0.70672712 0.30339275 0.84669417 565.36447245
12218 0.70711659 0.29156892 0.79923326 565.29924974
12219 0.70289643 0.30724254 0.82274945 564.06392204
12220 0.70382009 0.29814278 0.81412545 563.86321011
12221 0.70424471 0.29194443 0.78355923 563.18274807
12222 0.70320126 0.29422639 0.80962061 564.12032984
12223 0.70241060 0.29173774 0.80157267 564.13954407
12224 0.70627177 0.30208933 0.85100781 565.80281434
12225 0.71007406 0.30994643 0.85358483 567.86721234
12226 0.70923341 0.31990411 0.86026837 566.73953029
12227 0.70274122 0.31899283 0.87040176 568.48599012
12228 0.70273945 0.34185926 0.87446949 565.61182500
12229 0.70404546 0.34660649 0.90629099 567.61521218
12230 0.70950315 0.37131191 0.89726868 568.60465870
12231 0.70439887 0.37594876 0.90217547 564.75523634
12232 0.70468070 0.37975521 0.91933637 565.44260561
12233 0.70786164 0.37132848 0.91824416 565.88207922
12234 0.70872617 0.36452868 0.90743010 566.46425281
12235 0.70853956 0.35331278 0.87372653 566.93122787
12236 0.70404136 0.38503778 0.84409915 567.50907763
12237 0.70100118 0.35366776 0.83935125 563.74178449
12238 0.70283578 0.34876003 0.84503898 563.37326482
12239 0.69660789 0.36713457 0.84703339 569.15804896
12240 0.69348739 0.37836680 0.81926866 572.01233479
12241 0.70406478 0.37339526 0.85700563 564.89029604
12242 0.70691447 0.37845850 0.88222663 566.74913696
12243 0.70060471 0.36517153 0.89603894 568.42937169
12244 0.70988154 0.35580346 0.91751387 567.29029678
12245 0.70588080 0.34672908 0.91315052 566.86319652
12246 0.70684535 0.35744722 0.88267619 564.97109413
12247 0.70449149 0.37982835 0.86144005 565.69270699
12248 0.70340988 0.38341760 0.84997788 566.00694868
12249 0.70198790 0.35093026 0.83564696 563.34797219
12250 0.69877690 0.36179536 0.83252155 565.00688761
12251 0.69459352 0.37882476 0.79477561 568.62114972
12252 0.69550247 0.39387591 0.83208155 569.08280400
12253 0.69646145 0.39988596 0.80542540 568.94092676
12254 0.69850275 0.39235983 0.80174622 568.19811294
12255 0.69656885 0.38619807 0.81727179 567.23326944
12256 0.70062462 0.38588848 0.81262303 567.34653852
12257 0.69520167 0.36447389 0.80764493 568.16579379
12258 0.69782176 0.39922610 0.81604489 568.06705848
12259 0.69439522 0.39776664 0.82740058 570.63660482
12260 0.70408001 0.39116753 0.85099404 567.88700434
12261 0.69773078 0.36726053 0.86881757 569.69688290
12262 0.70318901 0.32807565 0.86388411 565.59812460
12263 0.70774875 0.31711812 0.87334507 566.05331257
12264 0.70847717 0.31915831 0.87306331 566.21004379
12265 0.70590260 0.32834927 0.85917565 564.27774604
12266 0.70542846 0.32880081 0.82801165 563.92444256
12267 0.70405383 0.34563773 0.85013306 563.48532105
12268 0.70528503 0.35278502 0.83800298 565.05265891
12269 0.70404340 0.33999549 0.82175380 563.70981472
12270 0.69994435 0.30743407 0.79297459 563.86597285
12271 0.70447981 0.27946367 0.76686443 563.47129130
12272 0.70515559 0.27484826 0.76931222 563.96433590
12273 0.70517263 0.28408373 0.76105134 564.35976236
12274 0.70491631 0.30316496 0.76045167 565.60049871
12275 0.70292417 0.31999334 0.78278533 563.26283294
12276 0.70059918 0.33204129 0.79066307 562.88478606
12277 0.70366129 0.31905759 0.79535707 563.20308904
12278 0.70103482 0.29926312 0.77375269 562.56218658
12279 0.70336649 0.29503277 0.75932844 563.19146748
12280 0.69871350 0.32152575 0.76441724 563.02298739
12281 0.69936829 0.32097959 0.77813664 562.93289278
12282 0.69615494 0.31585152 0.74252427 564.32324961
12283 0.69872539 0.31841557 0.74958207 563.00740041
12284 0.70074178 0.30986110 0.75298200 562.70696825
12285 0.69752888 0.30268485 0.77169250 565.29825462
12286 0.70327551 0.30775477 0.76383526 563.70012402
12287 0.69686549 0.29805764 0.73546542 563.73099338
12288 0.70481703 0.27674865 0.74665656 564.36049378
12289 0.69749463 0.28037518 0.74623704 565.17121318
12290 0.69675202 0.27273416 0.75099148 568.25241509
12291 0.69928743 0.28311860 0.69717750 562.92256101
12292 0.69900896 0.27920857 0.70131085 562.47039555
12293 0.70024724 0.27995262 0.69530938 563.37252449
12294 0.70361415 0.26099147 0.69368635 565.68538846
12295 0.69905539 0.25443540 0.65610726 563.21057032
12296 0.69902213 0.24994202 0.65556891 562.96318162
12297 0.70012338 0.23594854 0.66854417 562.71460273
12298 0.70147981 0.24387364 0.68076284 563.11358679
12299 0.69840675 0.24238560 0.65685529 562.55705968
12300 0.69575032 0.23613934 0.61744271 563.32286690
12301 0.69836203 0.25251708 0.63913332 563.78108513
12302 0.69898427 0.22231093 0.66395519 563.32560750
12303 0.69595694 0.24006769 0.64625596 563.30336113
12304 0.70042639 0.24416443 0.66898987 562.89676065
12305 0.69908420 0.27120473 0.66014210 564.43741250
12306 0.69530933 0.26334586 0.66537630 563.62299019
12307 0.69756836 0.26441529 0.66340571 562.87603912
12308 0.69548659 0.24437033 0.65341542 563.74260749
12309 0.69931135 0.26290932 0.64452878 565.27922616
12310 0.70265837 0.22473474 0.65125790 565.20134445
12311 0.69807719 0.20483488 0.67020017 567.02972491
12312 0.69772365 0.20574734 0.66907968 567.18866129
12313 0.69866786 0.18003614 0.65533324 569.39716662
12314 0.69390781 0.19306448 0.63661085 572.05480467
12315 0.69492539 0.20175288 0.64214900 568.82514907
12316 0.69624885 0.24166877 0.64135285 563.02059274
12317 0.69314294 0.24333643 0.63431488 565.57291474
12318 0.69904942 0.25049156 0.63476457 564.54059214
12319 0.69994958 0.26202533 0.64757625 565.60175821
12320 0.69699656 0.26005034 0.66789907 562.72989003
12321 0.69905944 0.26418207 0.66309733 563.47364808
12322 0.69544126 0.28434699 0.64213945 565.35472728
12323 0.69949489 0.27230620 0.64156062 567.35241101
12324 0.69232146 0.27506509 0.66988949 567.21894147
12325 0.70430133 0.24527660 0.67383992 567.39228888
12326 0.69242409 0.24591514 0.66355511 569.41603880
12327 0.69173066 0.26026567 0.66159018 568.88883779
12328 0.69791381 0.24717784 0.66465645 562.53965315
12329 0.69407448 0.25065338 0.64529750 564.55703937
12330 0.69757183 0.26721720 0.63556375 565.05937117
12331 0.69785657 0.26196798 0.65332236 563.28847763
12332 0.69715586 0.27525371 0.67549396 562.95215197
12333 0.69681788 0.24659261 0.68773495 564.31524026
12334 0.70460432 0.22675935 0.68843223 565.52162627
12335 0.69900053 0.23718042 0.71778450 566.10638400
12336 0.70028232 0.21378492 0.68764130 565.25821244
